id	lemma	context	index	label
d001.s022.t004	treaty	the alliance_of_small_island_states , which have @card@ member , produce a 24-page draft treaty proposal early Friday morning .	12	['treaty%1:10:00::']
d001.s022.t005	proposal	the alliance_of_small_island_states , which have @card@ member , produce a 24-page draft treaty proposal early Friday morning .	13	['proposal%1:10:00::']
d001.s022.t006	Friday	the alliance_of_small_island_states , which have @card@ member , produce a 24-page draft treaty proposal early Friday morning .	15	['friday%1:28:00::']
d001.s022.t007	morning	the alliance_of_small_island_states , which have @card@ member , produce a 24-page draft treaty proposal early Friday morning .	16	['morning%1:28:00::']
d001.s023.t001	climate	Artur Runge-Metzger , who head international climate negotiation on behalf of the european_commission , say the push by small island_nation have `` put political pressure on the entire political process , '' in part because they be now unified and demanding action from emerging_economy such as china and india .	6	['climate%1:26:00::']
d001.s023.t002	negotiation	Artur Runge-Metzger , who head international climate negotiation on behalf of the european_commission , say the push by small island_nation have `` put political pressure on the entire political process , '' in part because they be now unified and demanding action from emerging_economy such as china and india .	7	['negotiation%1:10:00::']
d001.s023.t003	behalf	Artur Runge-Metzger , who head international climate negotiation on behalf of the european_commission , say the push by small island_nation have `` put political pressure on the entire political process , '' in part because they be now unified and demanding action from emerging_economy such as china and india .	9	['behalf%1:04:00::']
d001.s023.t005	push	Artur Runge-Metzger , who head international climate negotiation on behalf of the european_commission , say the push by small island_nation have `` put political pressure on the entire political process , '' in part because they be now unified and demanding action from emerging_economy such as china and india .	16	['push%1:04:01::']
d001.s023.t007	pressure	Artur Runge-Metzger , who head international climate negotiation on behalf of the european_commission , say the push by small island_nation have `` put political pressure on the entire political process , '' in part because they be now unified and demanding action from emerging_economy such as china and india .	24	['pressure%1:07:00::']
d001.s023.t008	process	Artur Runge-Metzger , who head international climate negotiation on behalf of the european_commission , say the push by small island_nation have `` put political pressure on the entire political process , '' in part because they be now unified and demanding action from emerging_economy such as china and india .	29	['process%1:04:00::']
d001.s023.t010	action	Artur Runge-Metzger , who head international climate negotiation on behalf of the european_commission , say the push by small island_nation have `` put political pressure on the entire political process , '' in part because they be now unified and demanding action from emerging_economy such as china and india .	41	['action%1:04:04::']
d001.s023.t012	china	Artur Runge-Metzger , who head international climate negotiation on behalf of the european_commission , say the push by small island_nation have `` put political pressure on the entire political process , '' in part because they be now unified and demanding action from emerging_economy such as china and india .	46	['china%1:15:00::']
d001.s023.t013	india	Artur Runge-Metzger , who head international climate negotiation on behalf of the european_commission , say the push by small island_nation have `` put political pressure on the entire political process , '' in part because they be now unified and demanding action from emerging_economy such as china and india .	48	['india%1:15:00::']
d001.s024.t001	talk	the talk take on new urgency as delegate focus on the fact that they must resolve most of the outstanding issue before the head_of_government arrive to strike a deal .	1	['talk%1:10:00::']
d001.s024.t002	urgency	the talk take on new urgency as delegate focus on the fact that they must resolve most of the outstanding issue before the head_of_government arrive to strike a deal .	5	['urgency%1:26:00::']
d001.s024.t003	delegate	the talk take on new urgency as delegate focus on the fact that they must resolve most of the outstanding issue before the head_of_government arrive to strike a deal .	7	['delegate%1:18:00::']
d001.s024.t004	fact	the talk take on new urgency as delegate focus on the fact that they must resolve most of the outstanding issue before the head_of_government arrive to strike a deal .	11	['fact%1:09:01::']
d001.s024.t005	issue	the talk take on new urgency as delegate focus on the fact that they must resolve most of the outstanding issue before the head_of_government arrive to strike a deal .	20	['issue%1:09:01::']
